TIME,P,TAVG,THA,THB,TCA,TCB,WRCA,WRCB,PSGA,PSGB,WFWA,WFWB,WSTA,WSTB,VOL,LVPZ,VOID,WLR,WUP,HUP,HLW,WHPI,WECS,QMWT,LSGA,LSGB,QMGA,QMGB,NSGA,NSGB,TBLD,WTRA,WTRB,TSAT,QRHR,LVCR,SCMA,SCMB,FRCL,PRB,PRBA,TRB,LWRB,DNBR,QFCL,WBK,WSPY,WCSP,HTR,MH2,CNH2,RHBR,RHMT,RHFL,RHRD,RH,PWNT,PWR,TFSB,TFPK,TF,TPCT,WCFT,WLPI,WCHG,RM1,RM2,RM3,RM4,RC87,RC131,STRB,STSG,STTB,RBLK,SGLK,DTHY,DWB,WRLA,WRLB,WLD,MBK,EBK,TKLV,FRZR,TDBR,MDBR,MCRT,MGAS,TCRT,TSLP,PPM,Pad_Col_0,Pad_Col_1,Pad_Col_2,Pad_Col_3
0,158.1999969482422,309.1399841308594,326.1538391113281,326.11614990234375,292.1261291503906,292.1638488769531,16515.818359375,33031.63671875,69.00464630126953,69.0042495727539,1790.2763671875,3580.552734375,1792.9256591796875,3577.9033203125,284.552001953125,62.0,1.8346643173572375e-06,0,0,2574.662353515625,1291.7806396484375,0,23.700000762939453,2705.0,11.830000877380371,11.830000877380371,910.2337036132812,1816.4324951171875,50.0,50.0,100,0,0,346.3753967285156,0,7.924896240234375,20.2215576171875,20.25926399230957,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.3000001907348633,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,100.0,100.0,788.9000244140625,788.9000244140625,788.9000244140625,549.02001953125,0,0,23.700000762939453,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,0.9104048013687134,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
1,158.19033813476562,309.12530517578125,326.1518249511719,326.1134338378906,292.1242370605469,292.1626281738281,16515.818359375,33031.63671875,69.01226043701172,69.01177978515625,1790.602783203125,3580.143310546875,1793.5780029296875,3577.251220703125,284.549560546875,61.99385070800781,1.1948225164815085e-06,0,0,2574.67333984375,1291.741943359375,0,23.700000762939453,2705.042236328125,11.830011367797852,11.830208778381348,909.8095703125,1815.0777587890625,50.035274505615234,49.98440170288086,100,0,0,346.37347412109375,0,7.924896240234375,20.221660614013672,20.26004409790039,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.299964189529419,0,0,0,0,1.0797373766589098,0,0,0,0.0009064910700544715,0.0,0,0.0009064910700544715,100.05531311035156,100.0015640258789,788.9423217773438,788.9000244140625,788.9000244140625,549.0162353515625,0,0,23.700000762939453,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,2.7312145233154297,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
2,158.17666625976562,309.1129150390625,326.146240234375,326.1071472167969,292.1220703125,292.1611633300781,16515.818359375,33031.63671875,69.01728057861328,69.01680755615234,1790.8194580078125,3580.306396484375,1793.615478515625,3577.213623046875,284.54132080078125,61.9730224609375,-1.658560222494998e-06,0,0,2574.711669921875,1291.7503662109375,0,25.92641258239746,2705.87451171875,11.82996654510498,11.830385208129883,909.08251953125,1813.6107177734375,50.03035354614258,49.979454040527344,100,0,0,346.3669738769531,0,7.924896240234375,20.22071075439453,20.259807586669922,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.2992568016052246,0,0,0,0,4.723851070035542,0,0,0,0.0016704000299796462,-0.00016549750580452383,0,0.001504902495071292,100.20295715332031,100.03233337402344,789.1683959960938,789.0340576171875,789.0340576171875,549.0764770507812,0,0,25.92641258239746,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,4.552023887634277,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
3,158.1643524169922,309.1029357910156,326.1385803222656,326.098876953125,292.1196594238281,292.15936279296875,16515.818359375,33031.63671875,69.02031707763672,69.01984405517578,1791.1334228515625,3580.78271484375,1793.6148681640625,3577.214111328125,284.5326232910156,61.95113754272461,4.720665401691804e-06,0,0,2574.751220703125,1291.7537841796875,0,26.365825653076172,2707.640625,11.82989501953125,11.830533027648926,908.5274658203125,1812.4996337890625,50.01654815673828,49.96807861328125,100,0,0,346.3601379394531,0,7.924896240234375,20.2215576171875,20.26126480102539,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.297757148742676,0,0,0,0,8.536673622421302,0,0,0,0.002287656767293811,-0.000538369407877326,0,0.0017492873594164848,100.34037780761719,100.09761810302734,789.5270385742188,789.3359375,789.3359375,549.2217407226562,0,0,26.365825653076172,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,6.372833251953125,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
4,158.15513610839844,309.0960388183594,326.1300048828125,326.08978271484375,292.11724853515625,292.157470703125,16515.818359375,33031.63671875,69.02189636230469,69.02143859863281,1791.508056640625,3581.408935546875,1793.61328125,3577.2158203125,284.5255126953125,61.93311309814453,3.4785919069690863e-06,0,0,2574.7841796875,1291.7559814453125,0,26.092039108276367,2709.92138671875,11.829811096191406,11.830665588378906,908.1460571289062,1811.732421875,49.9986686706543,49.952781677246094,100,0,0,346.35455322265625,0,7.924896240234375,20.22454261779785,20.26475715637207,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.295823097229004,0,0,0,0,11.65537913712676,0,0,0,0.002712335204705596,-0.0010274916421622038,0,0.001684843678958714,100.4415283203125,100.18193817138672,789.9363403320312,789.7319946289062,789.7319946289062,549.4155883789062,0,0,26.092039108276367,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,8.193642616271973,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
5,158.1495361328125,309.09228515625,326.1216125488281,326.0809326171875,292.1150207519531,292.1556701660156,16515.818359375,33031.63671875,69.02256774902344,69.0221176147461,1791.8779296875,3582.031982421875,1793.6070556640625,3577.2216796875,284.5205993652344,61.92070770263672,-3.4335741929680808e-06,0,0,2574.80615234375,1291.758544921875,0,25.53789520263672,2712.23291015625,11.829726219177246,11.830794334411621,907.9273071289062,1811.291748046875,49.98054122924805,49.93722915649414,100,0,0,346.3507385253906,0,7.924896240234375,20.229154586791992,20.26980972290039,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.2938666343688965,0,0,0,0,13.7762919445653,0,0,0,0.0029445220716297626,-0.0015272503951564431,0,0.0014172716764733195,100.50336456298828,100.26738739013672,790.3224487304688,790.1366577148438,790.1366577148438,549.615234375,0,0,25.53789520263672,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,10.014452934265137,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
6,158.1472625732422,309.0914306640625,326.1141357421875,326.0731201171875,292.1131591796875,292.1541748046875,16515.818359375,33031.63671875,69.0228042602539,69.0223617553711,1792.201171875,3582.56201171875,1793.6041259765625,3577.224609375,284.5179443359375,61.91401672363281,-1.4906388514646096e-06,0,0,2574.81787109375,1291.762939453125,0,24.917678833007812,2714.2568359375,11.8296480178833,11.830926895141602,907.8428955078125,1811.11865234375,49.96464538574219,49.92382049560547,100,0,0,346.3487854003906,0,7.924896240234375,20.234647750854492,20.275676727294922,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.292156219482422,0,0,0,0,14.884950843504082,0,0,0,0.002996813738718629,-0.0019677116069942713,0,0.0010291021317243576,100.53204345703125,100.34220886230469,790.6427612304688,790.4933471679688,790.4933471679688,549.7924194335938,0,0,24.917678833007812,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,11.8352632522583,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
7,158.14772033691406,309.0924072265625,326.1080017089844,326.06671142578125,292.1117858886719,292.153076171875,16515.818359375,33031.63671875,69.02296447753906,69.02252960205078,1792.4549560546875,3582.954833984375,1793.6044921875,3577.224853515625,284.5172424316406,61.91230392456055,3.5302484775456833e-06,0,0,2574.820068359375,1291.766845703125,0,24.34695053100586,2715.827880859375,11.829583168029785,11.831068992614746,907.8594360351562,1811.14697265625,49.95223617553711,49.913883209228516,100,0,0,346.348388671875,0,7.924896240234375,20.24037742614746,20.28167724609375,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.290830135345459,0,0,0,0,15.101861820510242,0,0,0,0.0029361555352807045,-0.0023121072445064783,0,0.0006240481743589044,100.54029083251953,100.4002914428711,790.8823852539062,790.7721557617188,790.7721557617188,549.9319458007812,0,0,24.34695053100586,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,13.656073570251465,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
8,158.1498260498047,309.0948791503906,326.1033630371094,326.0617980957031,292.11102294921875,292.1525573730469,16515.818359375,33031.63671875,69.02326965332031,69.02284240722656,1792.643798828125,3583.219482421875,1793.6064453125,3577.222412109375,284.51806640625,61.914306640625,1.2301138951897883e-07,0,0,2574.816162109375,1291.7734375,0,23.889789581298828,2716.95458984375,11.829530715942383,11.831220626831055,907.9296875,1811.2796630859375,49.94328308105469,49.907325744628906,100,0,0,346.34906005859375,0,7.924896240234375,20.24570083618164,20.287273406982422,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.2898802757263184,0,0,0,0,14.72106225916507,0,0,0,0.0027834577485919,-0.0025611072778701782,0,0.00022235042706597596,100.53445434570312,100.44194030761719,791.046630859375,790.9738159179688,790.9738159179688,550.0336303710938,0,0,23.889789581298828,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,15.476883888244629,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
9,158.15306091308594,309.0982360839844,326.10015869140625,326.058349609375,292.1108093261719,292.152587890625,16515.818359375,33031.63671875,69.02386474609375,69.02344512939453,1792.7696533203125,3583.35693359375,1793.6025390625,3577.2265625,284.5198974609375,61.91897964477539,-7.367179364337062e-07,0,0,2574.807861328125,1291.7813720703125,0,23.54823112487793,2717.655029296875,11.82949161529541,11.831381797790527,908.032470703125,1811.4818115234375,49.93764877319336,49.90403747558594,100,0,0,346.3504943847656,0,7.924896240234375,20.25031280517578,20.29212188720703,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.289289951324463,0,0,0,0,13.935360128493366,0,0,0,0.002576361410319805,-0.0027182295452803373,0,-0.00014186816406436265,100.50585174560547,100.46783447265625,791.1309204101562,791.1010131835938,791.1010131835938,550.0987548828125,0,0,23.54823112487793,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,17.297693252563477,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
10,158.15695190429688,309.1020202636719,326.09832763671875,326.05633544921875,292.11114501953125,292.15313720703125,16515.818359375,33031.63671875,69.02481079101562,69.0243911743164,1792.81689453125,3583.338623046875,1793.6044921875,3577.224853515625,284.5224304199219,61.925315856933594,-3.5347004541108618e-06,0,0,2574.796875,1291.7906494140625,0,23.313919067382812,2717.85009765625,11.829462051391602,11.831550598144531,908.1443481445312,1811.6973876953125,49.93583679199219,49.90458679199219,100,0,0,346.35235595703125,0,7.924896240234375,20.254009246826172,20.2960205078125,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.289125680923462,0,0,0,0,12.894184823454566,0,0,0,0.002344144508242607,-0.0027654666919261217,0,-0.00042132215457968414,100.4615478515625,100.47505187988281,791.1286010742188,791.1392822265625,791.1392822265625,550.1196899414062,0,0,23.313919067382812,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,19.118501663208008,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
11,158.160888671875,309.1055908203125,326.0975646972656,326.0553283691406,292.1119384765625,292.15411376953125,16515.818359375,33031.63671875,69.02609252929688,69.02568054199219,1792.8033447265625,3583.1982421875,1793.602294921875,3577.2265625,284.52520751953125,61.93230056762695,-3.2829775591380894e-06,0,0,2574.78515625,1291.8004150390625,0,23.182445526123047,2717.616455078125,11.829440116882324,11.8317232131958,908.2440185546875,1811.890380859375,49.937313079833984,49.90834045410156,100,0,0,346.3543701171875,0,7.924896240234375,20.25682258605957,20.299039840698242,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.2893223762512207,0,0,0,0,11.756604527976735,0,0,0,0.0021223705261945724,-0.0027188993990421295,0,-0.0005965289892628789,100.41456604003906,100.46641540527344,791.0607299804688,791.1015625,791.1015625,550.1026611328125,0,0,23.182445526123047,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,20.93931007385254,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
12,158.16448974609375,309.10870361328125,326.0975341796875,326.05517578125,292.1130676269531,292.1553955078125,16515.818359375,33031.63671875,69.02764892578125,69.02725219726562,1792.7454833984375,3582.97021484375,1793.599853515625,3577.22900390625,284.5278625488281,61.93904113769531,2.327188440176542e-06,0,0,2574.773681640625,1291.8101806640625,0,23.164430618286133,2717.07470703125,11.829423904418945,11.831899642944336,908.31689453125,1812.0301513671875,49.94112014770508,49.91441345214844,100,0,0,346.3563232421875,0,7.924896240234375,20.2587890625,20.3011417388916,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.2897789478302,0,0,0,0,10.662406830270788,0,0,0,0.0019319658167660236,-0.0026044081896543503,0,-0.0006724423146806657,100.36982727050781,100.44638061523438,790.9485473632812,791.0088500976562,791.0088500976562,550.0580444335938,0,0,23.164430618286133,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,22.76011848449707,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
13,158.16744995117188,309.1109924316406,326.097900390625,326.055419921875,292.114501953125,292.1569519042969,16515.818359375,33031.63671875,69.02938079833984,69.02898406982422,1792.662841796875,3582.693603515625,1793.5975341796875,3577.231201171875,284.5301818847656,61.94487380981445,-2.7136745757161407e-06,0,0,2574.763671875,1291.8194580078125,0,23.22777557373047,2716.347412109375,11.829407691955566,11.832071304321289,908.353759765625,1812.0982666015625,49.9462776184082,49.92182922363281,100,0,0,346.3580017089844,0,7.924896240234375,20.260112762451172,20.30259895324707,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.2903921604156494,0,0,0,0,9.717636515671018,0,0,0,0.0017896770732477307,-0.002448458457365632,0,-0.0006587814423255622,100.33167266845703,100.41949462890625,790.8134765625,790.882568359375,790.882568359375,549.9962768554688,0,0,23.22777557373047,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,24.5809268951416,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
14,158.1696014404297,309.11248779296875,326.09844970703125,326.05584716796875,292.11602783203125,292.1585693359375,16515.818359375,33031.63671875,69.03116607666016,69.03077697753906,1792.5787353515625,3582.413818359375,1793.599853515625,3577.229248046875,284.5319519042969,61.94935989379883,-1.3557945521824877e-07,0,0,2574.756103515625,1291.8275146484375,0,23.351806640625,2715.5810546875,11.829387664794922,11.832237243652344,908.3569946289062,1812.0966796875,49.951698303222656,49.9294548034668,100,0,0,346.3593444824219,0,7.924896240234375,20.260892868041992,20.30348014831543,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.2910382747650146,0,0,0,0,8.98495677766646,0,0,0,0.0016976039623841643,-0.0022829610388725996,0,-0.0005853570764884353,100.31301879882812,100.39116668701172,790.6870727539062,790.7485961914062,790.7485961914062,549.9302368164062,0,0,23.351806640625,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,26.401735305786133,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
15,158.17095947265625,309.11322021484375,326.0989074707031,326.0561828613281,292.1175842285156,292.1602478027344,16515.818359375,33031.63671875,69.03290557861328,69.03252410888672,1792.507568359375,3582.158447265625,1793.597900390625,3577.231201171875,284.53314208984375,61.952354431152344,-1.381086690344091e-06,0,0,2574.7509765625,1291.8348388671875,0,23.50540542602539,2714.89990234375,11.829364776611328,11.832398414611816,908.3280029296875,1812.032958984375,49.956485748291016,49.93636703491211,100,0,0,346.3601989746094,0,7.924896240234375,20.26129913330078,20.30402374267578,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.2916133403778076,0,0,0,0,8.483650223827528,0,0,0,0.0016515663592144847,-0.002135051880031824,0,-0.00048348549171350896,100.29639434814453,100.36598205566406,790.5740356445312,790.6288452148438,790.6288452148438,549.8709106445312,0,0,23.50540542602539,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,28.222543716430664,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
16,158.17166137695312,309.1133728027344,326.09918212890625,326.0563659667969,292.1191101074219,292.161865234375,16515.818359375,33031.63671875,69.0345230102539,69.03414916992188,1792.4481201171875,3581.929931640625,1793.5985107421875,3577.23046875,284.53375244140625,61.95399856567383,4.41135625806055e-06,0,0,2574.747802734375,1291.8408203125,0,23.653709411621094,2714.301513671875,11.829336166381836,11.832550048828125,908.2803955078125,1811.9324951171875,49.9605598449707,49.942596435546875,100,0,0,346.3607482910156,0,7.924896240234375,20.26156997680664,20.30439567565918,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.2921183109283447,0,0,0,0,8.19443525251044,0,0,0,0.0016431958647444844,-0.002004563342779875,0,-0.00036136750713922083,100.28475189208984,100.34386444091797,790.4766235351562,790.5231323242188,790.5231323242188,549.8182373046875,0,0,23.653709411621094,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,30.043352127075195,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
17,158.17185974121094,309.1130676269531,326.0992126464844,326.0563049316406,292.1204833984375,292.1633605957031,16515.818359375,33031.63671875,69.03595733642578,69.03559112548828,1792.404541015625,3581.7333984375,1793.595703125,3577.23291015625,284.53399658203125,61.95452880859375,8.555603159265956e-08,0,0,2574.746826171875,1291.8455810546875,0,23.781160354614258,2713.8046875,11.829302787780762,11.832694053649902,908.2181396484375,1811.80322265625,49.963809967041016,49.94797897338867,100,0,0,346.3609619140625,0,7.924896240234375,20.26173973083496,20.304668426513672,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.2925381660461426,0,0,0,0,8.069108362569049,0,0,0,0.001662029535509646,-0.001895599765703082,0,-0.00023357017198577523,100.2790298461914,100.32549285888672,790.3983764648438,790.4349365234375,790.4349365234375,549.7741088867188,0,0,23.781160354614258,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,31.864160537719727,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
