TIME,I131,I132,I133,I134,I135,KR83M,KR85M,KR85,KR87,KR88,XE131M,XE133M,XE133,XE135M,XE135,XE138,CO58,CO60,RB86,SR89,SR90,Y90,Y91,ZR95,NB95,MO99,TC99M,RU103,RU106,SB127,TE127,TE127M,TE129,TE129M,TE132,CS134,CS136,CS137,BA140,LA140,CE141,CE144,PR143,ND147,NP239,PU238,PU239,PU240,PU241,AM241,CM242,CM244,Pad_Col_0,Pad_Col_1,Pad_Col_2,Pad_Col_3,Pad_Col_4,Pad_Col_5,Pad_Col_6,Pad_Col_7,Pad_Col_8,Pad_Col_9,Pad_Col_10,Pad_Col_11,Pad_Col_12,Pad_Col_13,Pad_Col_14,Pad_Col_15,Pad_Col_16,Pad_Col_17,Pad_Col_18,Pad_Col_19,Pad_Col_20,Pad_Col_21,Pad_Col_22,Pad_Col_23,Pad_Col_24,Pad_Col_25,Pad_Col_26,Pad_Col_27,Pad_Col_28,Pad_Col_29,Pad_Col_30,Pad_Col_31,Pad_Col_32,Pad_Col_33,Pad_Col_34,Pad_Col_35,Pad_Col_36,Pad_Col_37,Pad_Col_38,Pad_Col_39,Pad_Col_40,Pad_Col_41,Pad_Col_42,Pad_Col_43
120,0.0009819476399570704,0.0011862415121868253,0.00157669757027179,0.0002513843064662069,0.0008920815889723599,0.0002555215614847839,0.011104139499366283,0.009440138004720211,0.00026136395172216,0.14434996247291565,0.00040039452142082155,0.009443175978958607,0.14442510902881622,0.0002611914533190429,0.0004020470951218158,0.00036677575553767383,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,1.0078586853978777e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0019574924372136593,0.0023666913621127605,0.0031433834228664637,0.0005021580727770925,0.001778842881321907,0.0005093471263535321,0.02213471569120884,0.018817635253071785,0.0005209996015764773,0.28774309158325195,0.0007981319213286042,0.01882370375096798,0.28789156675338745,0.0005206717178225517,0.0008014308987185359,0.0007311511435545981,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0019574924372136593,0.0023666913621127605,0.0031433834228664637,0.0005021580727770925,0.001778842881321907,0.0005093471263535321,0.02213471569120884,0.018817635253071785,0.0005209996015764773,0.28774309158325195,0.0007981319213286042,0.01882370375096798,0.28789156675338745,0.0005206717178225517,0.0008014308987185359,0.0007311511435545981,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0019574924372136593,0.0023666913621127605,0.0031433834228664637,0.0005021580727770925,0.001778842881321907,0.0005093471263535321,0.02213471569120884,0.018817635253071785,0.0005209996015764773,0.28774309158325195,0.0007981319213286042,0.01882370375096798,0.28789156675338745,0.0005206717178225517,0.0008014308987185359,0.0007311511435545981,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0019574924372136593,0.0023666913621127605,0.0031433834228664637,0.0005021580727770925,0.001778842881321907,0.0005093471263535321,0.02213471569120884,0.018817635253071785,0.0005209996015764773,0.28774309158325195,0.0007981319213286042,0.01882370375096798,0.28789156675338745,0.0005206717178225517,0.0008014308987185359,0.0007311511435545981,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0019574924372136593,0.0023666913621127605,0.0031433834228664637,0.0005021580727770925,0.001778842881321907,0.0005093471263535321,0.02213471569120884,0.018817635253071785,0.0005209996015764773,0.28774309158325195,0.0007981319213286042,0.01882370375096798,0.28789156675338745,0.0005206717178225517,0.0008014308987185359,0.0007311511435545981,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0019574924372136593,0.0023666913621127605,0.0031433834228664637,0.0005021580727770925,0.001778842881321907,0.0005093471263535321,0.02213471569120884,0.018817635253071785,0.0005209996015764773,0.28774309158325195,0.0007981319213286042,0.01882370375096798,0.28789156675338745,0.0005206717178225517,0.0008014308987185359,0.0007311511435545981,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0019574924372136593,0.0023666913621127605,0.0031433834228664637,0.0005021580727770925,0.001778842881321907,0.0005093471263535321,0.02213471569120884,0.018817635253071785,0.0005209996015764773,0.28774309158325195,0.0007981319213286042,0.01882370375096798,0.28789156675338745,0.0005206717178225517,0.0008014308987185359,0.0007311511435545981,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0019574924372136593,0.0023666913621127605,0.0031433834228664637,0.0005021580727770925,0.001778842881321907,0.0005093471263535321,0.02213471569120884,0.018817635253071785,0.0005209996015764773,0.28774309158325195,0.0007981319213286042,0.01882370375096798,0.28789156675338745,0.0005206717178225517,0.0008014308987185359,0.0007311511435545981,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0019574924372136593,0.0023666913621127605,0.0031433834228664637,0.0005021580727770925,0.001778842881321907,0.0005093471263535321,0.02213471569120884,0.018817635253071785,0.0005209996015764773,0.28774309158325195,0.0007981319213286042,0.01882370375096798,0.28789156675338745,0.0005206717178225517,0.0008014308987185359,0.0007311511435545981,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,1.015684758520763e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
