TIME,P,TAVG,THA,THB,TCA,TCB,WRCA,WRCB,PSGA,PSGB,WFWA,WFWB,WSTA,WSTB,VOL,LVPZ,VOID,WLR,WUP,HUP,HLW,WHPI,WECS,QMWT,LSGA,LSGB,QMGA,QMGB,NSGA,NSGB,TBLD,WTRA,WTRB,TSAT,QRHR,LVCR,SCMA,SCMB,FRCL,PRB,PRBA,TRB,LWRB,DNBR,QFCL,WBK,WSPY,WCSP,HTR,MH2,CNH2,RHBR,RHMT,RHFL,RHRD,RH,PWNT,PWR,TFSB,TFPK,TF,TPCT,WCFT,WLPI,WCHG,RM1,RM2,RM3,RM4,RC87,RC131,STRB,STSG,STTB,RBLK,SGLK,DTHY,DWB,WRLA,WRLB,WLD,MBK,EBK,TKLV,FRZR,TDBR,MDBR,MCRT,MGAS,TCRT,TSLP,PPM,Pad_Col_0,Pad_Col_1,Pad_Col_2,Pad_Col_3
0,158.1999969482422,309.1399841308594,326.1538391113281,326.11614990234375,292.1261291503906,292.1638488769531,16515.818359375,33031.63671875,69.00464630126953,69.0042495727539,1790.2763671875,3580.552734375,1792.9256591796875,3577.9033203125,284.552001953125,62.0,1.8346643173572375e-06,0,0,2574.662353515625,1291.7806396484375,0,23.700000762939453,2705.0,11.830000877380371,11.830000877380371,910.2337036132812,1816.4324951171875,50.0,50.0,100,0,0,346.3753967285156,0,7.924896240234375,20.2215576171875,20.25926399230957,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.3000001907348633,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,100.0,100.0,788.9000244140625,788.9000244140625,788.9000244140625,549.02001953125,0,0,23.700000762939453,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,0.9104048013687134,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
1,158.207763671875,309.1178894042969,326.1513671875,326.1129455566406,292.1233215332031,292.1617431640625,16515.818359375,33031.63671875,69.01226043701172,69.01177978515625,1790.602783203125,3580.143310546875,1793.5780029296875,3577.251220703125,284.5500183105469,61.995052337646484,3.4047743611154146e-06,0,0,2574.65087890625,1291.6986083984375,0,53.69999313354492,2705.042236328125,11.830011367797852,11.830208778381348,909.8095703125,1815.0777587890625,50.035274505615234,49.98440170288086,100,0,0,346.3772888183594,0,7.924896240234375,20.225933074951172,20.26435089111328,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.299964189529419,0,0,0,0,861.9999997424828,0,0,0,0.0013648610329255462,0.0,0.0,0.0013648610329255462,100.05531311035156,100.0015640258789,788.9423217773438,788.9000244140625,788.9000244140625,549.0162353515625,0,0,53.69999313354492,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,2.7312145233154297,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
2,158.2167510986328,309.095947265625,326.1430969238281,326.10394287109375,292.1189880371094,292.1581115722656,16515.818359375,33031.63671875,69.0160903930664,69.01561737060547,1790.9039306640625,3580.475341796875,1793.615478515625,3577.21337890625,284.54656982421875,61.98626708984375,-5.1892402552766725e-06,0,0,2574.626708984375,1291.6993408203125,0,54.73295593261719,2706.26806640625,11.829959869384766,11.830378532409668,908.6357421875,1812.7193603515625,50.02736282348633,49.97645950317383,100,0,0,346.3814697265625,0,7.924896240234375,20.23837661743164,20.27754020690918,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.298922538757324,0,0,0,0,861.9999997424828,0,0,0,0.0027186109218746424,-0.00023635321122128516,0.0,0.0024822577834129333,100.3404541015625,100.046875,789.322509765625,789.0914306640625,789.0914306640625,549.0989379882812,0,0,54.73295593261719,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,4.552023887634277,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
3,158.22999572753906,309.078369140625,326.1313171386719,326.0915832519531,292.1138000488281,292.1535339355469,16515.818359375,33031.63671875,69.01689147949219,69.01641845703125,1791.4273681640625,3581.373046875,1793.6112060546875,3577.2177734375,284.5448913574219,61.98203659057617,-7.470196692338504e-07,0,0,2574.593994140625,1291.684814453125,0,54.43594741821289,2709.3291015625,11.829866409301758,11.830503463745117,907.8289184570312,1811.1068115234375,50.00370407104492,49.95526885986328,100,0,0,346.38702392578125,0,7.924896240234375,20.255704879760742,20.29544448852539,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.2963249683380127,0,0,0,0,861.9999997424828,0,0,0,0.0038019854109734297,-0.0008822624804452062,0.0,0.0029197230469435453,100.5766372680664,100.16004180908203,789.9423828125,789.6144409179688,789.6144409179688,549.3504638671875,0,0,54.43594741821289,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,6.372833251953125,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
4,158.2482452392578,309.0660705566406,326.1181945800781,326.0779724121094,292.1081848144531,292.1484375,16515.818359375,33031.63671875,69.01573944091797,69.0152816772461,1792.055908203125,3582.505615234375,1793.6094970703125,3577.2197265625,284.5464172363281,61.98590850830078,4.010439624835271e-06,0,0,2574.547119140625,1291.66943359375,0,53.57920455932617,2713.242431640625,11.829757690429688,11.830611228942871,907.3084716796875,1810.062744140625,49.97346115112305,49.92759704589844,100,0,0,346.3951110839844,0,7.924896240234375,20.276897430419922,20.31714630126953,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.293013095855713,0,0,0,0,861.9999997424828,0,0,0,0.004560938570648432,-0.001720889238640666,0.0,0.0028400495648384094,100.76140594482422,100.3047103881836,790.6529541015625,790.29345703125,790.29345703125,549.6824951171875,0,0,53.57920455932617,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,8.193642616271973,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
5,158.271728515625,309.0592041015625,326.1054382324219,326.06475830078125,292.1026916503906,292.14337158203125,16515.818359375,33031.63671875,69.0134048461914,69.01295471191406,1792.6888427734375,3583.65673828125,1793.60546875,3577.223388671875,284.55169677734375,61.999202728271484,-2.6028742468042765e-06,0,0,2574.484619140625,1291.65673828125,0,52.513450622558594,2717.292236328125,11.829654693603516,11.83072280883789,907.0505981445312,1809.545166015625,49.94224548339844,49.89899444580078,100,0,0,346.4057922363281,0,7.924896240234375,20.30036163330078,20.34101676940918,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.289595603942871,0,0,0,0,861.9999997424828,0,0,0,0.004983189050108194,-0.002596200443804264,0.0,0.002386988839134574,100.86878967285156,100.45442962646484,791.3284301757812,791.002197265625,791.002197265625,550.0321044921875,0,0,52.513450622558594,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,10.014452934265137,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
6,158.3002166748047,309.05755615234375,326.09423828125,326.0532531738281,292.0977478027344,292.1387939453125,16515.818359375,33031.63671875,69.01065826416016,69.01022338867188,1793.2412109375,3584.64599609375,1793.604248046875,3577.224609375,284.560791015625,62.02219009399414,-6.068798938940745e-07,0,0,2574.406494140625,1291.6495361328125,0,51.34148406982422,2720.84814453125,11.829572677612305,11.83084774017334,907.0138549804688,1809.464599609375,49.915000915527344,49.8741569519043,100,0,0,346.4191589355469,0,7.924896240234375,20.32491111755371,20.36590576171875,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.2866032123565674,0,0,0,0,861.9999997424828,0,0,0,0.0050856065936386585,-0.003369750455021858,0.0,0.001715856371447444,100.92234802246094,100.58588409423828,791.8934936523438,791.6286010742188,791.6286010742188,550.3430786132812,0,0,51.34148406982422,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,11.8352632522583,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
7,158.33285522460938,309.0591735839844,326.0854797363281,326.0441589355469,292.0935363769531,292.1348876953125,16515.818359375,33031.63671875,69.00814056396484,69.0077133178711,1793.66748046875,3585.386962890625,1793.5963134765625,3577.23291015625,284.5732727050781,62.05374526977539,-1.8628438738232944e-06,0,0,2574.314453125,1291.642578125,0,50.22858810424805,2723.610107421875,11.82951545715332,11.8309965133667,907.14794921875,1809.73095703125,49.89385223388672,49.855506896972656,100,0,0,346.43487548828125,0,7.924896240234375,20.349393844604492,20.390727996826172,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.2842845916748047,0,0,0,0,861.9999997424828,0,0,0,0.004985279403626919,-0.0039751227013766766,0.0,0.0010101564694195986,100.92821502685547,100.68798828125,792.3078002929688,792.1187744140625,792.1187744140625,550.58837890625,0,0,50.22858810424805,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,13.656073570251465,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
8,158.3684539794922,309.06317138671875,326.0792236328125,326.0376281738281,292.09033203125,292.1318664550781,16515.818359375,33031.63671875,69.00617980957031,69.00575256347656,1793.9727783203125,3585.8828125,1793.59765625,3577.231201171875,284.58837890625,62.091888427734375,5.225172117206967e-07,0,0,2574.2119140625,1291.6409912109375,0,49.29355239868164,2725.532470703125,11.829483032226562,11.831170082092285,907.3593139648438,1810.1458740234375,49.87921905517578,49.84333801269531,100,0,0,346.4524230957031,0,7.924896240234375,20.373197555541992,20.41476821899414,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.2826733589172363,0,0,0,0,861.9999997424828,0,0,0,0.004738626070320606,-0.004399838391691446,0.0,0.00033878773683682084,100.90690612792969,100.7590560913086,792.5790405273438,792.462646484375,792.462646484375,550.7617797851562,0,0,49.29355239868164,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,15.476883888244629,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
9,158.4058837890625,309.06854248046875,326.0754089355469,326.0335998535156,292.0880126953125,292.1297912597656,16515.818359375,33031.63671875,69.00495910644531,69.0045394897461,1794.1483154296875,3586.120361328125,1793.5982666015625,3577.23095703125,284.605224609375,62.13442611694336,2.177521992052789e-06,0,0,2574.10205078125,1291.642578125,0,48.58605194091797,2726.6083984375,11.82947826385498,11.831365585327148,907.609375,1810.6392822265625,49.87123107910156,49.837650299072266,100,0,0,346.47119140625,0,7.924896240234375,20.395780563354492,20.437589645385742,0,1.034000039100647,0.9067617654800415,50,2.799999952316284,2.2817726135253906,0,0,0,0,861.9999997424828,0,0,0,0.004408327862620354,-0.004641468171030283,0.0,-0.0002331400610273704,100.84683227539062,100.79883575439453,792.6961059570312,792.6583251953125,792.6583251953125,550.862060546875,0,0,48.58605194091797,0.0010999999940395355,0.02200000174343586,0.03299999609589577,0.04399999603629112,5655.8173828125,114276.53125,0.0429663360118866,0,3.1392715754918754e-05,17.297693252563477,0,0.0002616529818624258,2.8350639695418067e-05,0,0,23.700000762939453,0,0,1600,0,50,0,0,0,50,50,800,0.0,0.0,0.0,0.0
